user_id,risk_score,status
953899,0.9905404506623448,1
959954,0.9815364858510075,1
992146,0.9803016432422605,1
933419,0.9796063040735127,1
971465,0.9792676861161654,1
995826,0.9784876517977198,1
903707,0.9779121744942189,1
980479,0.9777878152080616,1
975487,0.977072740144346,1
931616,0.9761860914007936,1
882326,0.9731881377525917,1
969744,0.9725041508803653,1
976444,0.9722714243561633,1
825786,0.9718515478851724,1
972946,0.9714734784545597,1
959847,0.9712087741869337,1
943626,0.9709442893014447,1
946920,0.9704956043896734,1
972115,0.9703514341302648,1
927761,0.9703418548046749,1
984670,0.9701007904246056,1
875662,0.969504752132742,1
882768,0.9692819263055724,1
989167,0.9692305468652713,1
914552,0.9690447473716651,1
999446,0.9686291198626124,1
943724,0.9686217620096246,1
960135,0.9686191959008117,1
994188,0.9671086323191804,1
942839,0.9663776975577935,1
989938,0.9652774343242396,1
890024,0.9648997031260821,1
964414,0.9646950753890995,1
948901,0.9645335596770993,1
978077,0.9640059663361867,1
949957,0.9636744378148936,1
974428,0.9635331492412121,1
979671,0.9630432933583878,1
934303,0.9629358609236205,1
964429,0.9628191000355141,1
963407,0.9627364581989923,1
926753,0.9625600477372931,1
985485,0.9621748490252362,1
733207,0.9616671386543663,1
874031,0.9614124742366643,1
985092,0.9607335525585725,1
975981,0.9602830828344602,1
973141,0.9601499431609863,1
1000820,0.9601111741192455,1
943498,0.9597735721331029,1
967038,0.9593779297152086,1
823426,0.9590507736798655,1
950664,0.9585103504480922,1
966931,0.9582703618434092,1
749984,0.9580866529037132,1
975910,0.9580523249559372,1
944497,0.9574836020006953,1
967867,0.957388713982723,1
997287,0.9569003639757642,1
967504,0.9565593942671639,1
964209,0.9559943660230286,1
797974,0.9558970624585418,1
394005,0.9552802956756943,1
969930,0.954948457897989,1
952379,0.952488261848622,1
997406,0.9522268775640959,1
721945,0.9520857687597922,1
967784,0.9520503391933771,1
976246,0.95175624663136,1
865187,0.9517549816480425,1
985479,0.9516920066845208,1
945874,0.9511723884944592,1
947719,0.9511311939313072,1
958877,0.9510273824387844,1
645342,0.9506377535193811,1
893713,0.9506224803004174,1
988157,0.9503287076660928,1
949212,0.9502986563083217,1
969407,0.9500857108068474,1
996913,0.9500611800803148,1
963940,0.9500411656342523,1
899142,0.9499515613965228,1
848067,0.9499278441676416,1
323104,0.949747568815598,1
872134,0.9496169463707498,1
961528,0.9494600723461245,1
911993,0.9483680725184881,1
971079,0.9480823751469871,1
968641,0.9478745305728908,1
958206,0.9475851766268814,1
993186,0.9474356636458243,1
894221,0.9465738403322729,1
954544,0.946247421319966,1
992559,0.946077786039899,1
940971,0.9459587767838059,1
930777,0.9458538142254576,1
977503,0.9456764534662133,1
971529,0.9455985092755311,1
977497,0.9455000456794982,1
980112,0.9454427808350921,1
992334,0.9451390753650383,1
981520,0.9447924877133905,1
971486,0.9447893004073401,1
967010,0.9446517131662366,1
971003,0.9443310145327599,1
966021,0.944148138609692,1
973606,0.9441290752215262,1
975842,0.9440436721757559,1
965416,0.9440075238456622,1
994784,0.943667449163082,1
969319,0.9433871937240368,1
972021,0.9431618561527693,1
961665,0.942974016478904,1
923388,0.9429580497313742,1
970274,0.9429297154329358,1
968015,0.9427165680384338,1
990387,0.9426908365349761,1
885583,0.9425981644887376,1
987539,0.9423596662505793,1
866680,0.9423495241497228,1
970233,0.9422487579300358,1
949894,0.9419236184063671,1
986361,0.9418061659711263,1
996257,0.9415982186093464,1
915976,0.9415897053426642,1
936388,0.9411951222464766,1
986026,0.9410779216039229,1
736994,0.940972779480955,1
972474,0.9409716748434692,1
953908,0.9408425387577756,1
956891,0.9407569454900397,1
965992,0.9406898445140355,1
965266,0.9399288996452201,1
985189,0.9396538788345312,1
989490,0.9394955198038965,1
993913,0.9394946776176142,1
975616,0.9392263964979771,1
974670,0.9392110750990778,1
604285,0.9388186700780378,1
953904,0.9386232530399328,1
904672,0.9383815679047255,1
970081,0.9383094809989335,1
961713,0.938217465861629,1
965305,0.9374969786759834,1
995085,0.9373205930815246,1
967925,0.9365447520195654,1
931012,0.9361668337245986,1
964401,0.9357771338250358,1
954821,0.9355394459976424,1
329489,0.9350099723230118,1
936395,0.9349498734174424,1
985641,0.9347642585531313,1
889253,0.9344479171964588,1
993110,0.9342957733914221,1
1001058,0.9342905347180792,1
965975,0.9341136561725125,1
865360,0.9337822945720377,1
985552,0.9337772195145885,1
912091,0.9336981206297439,1
988689,0.93344003211425,1
966307,0.9333503640228665,1
957150,0.933003151119911,1
977421,0.9329543620141336,1
936758,0.9329457057979541,1
977542,0.932783378676268,1
990261,0.9325326355355562,1
467543,0.9318497183195639,1
811406,0.931643108606794,1
888951,0.9315192483406312,1
948151,0.9314522981587767,1
991352,0.9313500590439289,1
972036,0.9311855688112018,1
991473,0.9310003010767341,1
946037,0.9307911553778083,1
962289,0.9306393279623352,1
974488,0.9304520125673365,1
982494,0.9304135333289242,1
995320,0.9303716922339125,1
930387,0.9301757780788839,1
958060,0.9301487476044019,1
970998,0.9301107407988067,1
983445,0.9299828378134307,1
993563,0.9297603625354038,1
980719,0.9296553010767197,1
974294,0.9295325034002065,1
942719,0.9294091191003596,1
953472,0.928412532232564,1
972763,0.9283720704762728,1
970173,0.9278852056558147,1
962737,0.9277700916143966,1
953017,0.9271499859354763,1
889892,0.9270761145107028,1
972897,0.9268700696732641,1
982072,0.9264336197672088,1
973679,0.9261648314846502,1
967145,0.9260157549650794,1
944393,0.9259063168850395,1
972422,0.9253279512865631,1
967190,0.9252941101508045,1
961707,0.9245091413718747,1
921830,0.9244762719627844,1
924844,0.9242729134359406,1
988209,0.9239584108692699,1
956999,0.9238523146299942,1
944935,0.9237248604580702,1
880731,0.9236984177019036,1
993017,0.9235007435421453,1
975892,0.9233962762466977,1
980011,0.9229570544573213,1
979420,0.9228501681721111,1
873334,0.9227364646382642,1
978683,0.9226973885569727,1
955485,0.9226627323017064,1
973350,0.9225376762705157,1
972578,0.921804482507906,1
973764,0.9217146097497874,1
951102,0.9216979832553491,1
969395,0.9215112623781125,1
444859,0.9214267375381954,1
955553,0.9213282552206362,1
993282,0.921303855124169,1
910387,0.9211270775262015,1
958043,0.9210843067386806,1
1001080,0.921003954787652,1
819753,0.9209416991116149,1
329055,0.9207946374849069,1
968001,0.9207791418571962,1
991612,0.9207681851041841,1
923452,0.9205264387061731,1
980590,0.9203442636430789,1
963378,0.920058922072387,1
981019,0.9199991356706639,1
975023,0.9197324505631758,1
979491,0.9195246157594398,1
824330,0.918820307804342,1
781349,0.9187036145375129,1
941140,0.9184380127430857,1
935181,0.918354186915698,1
979461,0.9181839500101266,1
972401,0.9180909169230802,1
967613,0.9179730641083804,1
951178,0.9178865820600672,1
932527,0.9174017570828974,1
973760,0.9173814391272078,1
951306,0.9172561816235268,1
999753,0.9170804510690729,1
905050,0.9170710575872045,1
978959,0.9165426277118979,1
928731,0.9164792291764242,1
605619,0.9163610435876458,1
945822,0.9162425304686277,1
983788,0.9161680345952119,1
935864,0.9160139564071518,1
970492,0.9159809169851164,1
978706,0.9157196089341559,1
921894,0.9149170996494884,1
941117,0.9148511533282512,1
992802,0.9145477393669164,1
974712,0.9140602763416461,1
960048,0.9138590475043834,1
942192,0.913550354342057,1
715101,0.9135167736906498,1
982269,0.9132904428301939,1
960931,0.9130971791693726,1
965070,0.9129265864270592,1
972530,0.912900795112613,1
908209,0.9125798667393922,1
868784,0.9124421586928544,1
983418,0.9124257454267292,1
439614,0.912410930209992,1
967571,0.9122301561888446,1
957157,0.9120447339724735,1
991501,0.911943226749666,1
978392,0.9118090273517563,1
978326,0.9116748207909574,1
976736,0.9113923264251547,1
973521,0.9110780664908621,1
877096,0.9109438510625203,1
953103,0.9107424110941362,1
959922,0.9106921975555307,1
974412,0.910531768454251,1
965405,0.910323889727296,1
982591,0.9101351591106132,1
918227,0.9099219509183135,1
917761,0.9094367909887967,1
975165,0.9094012833805742,1
949211,0.9091005845299928,1
973143,0.9090311722601138,1
931936,0.9082588317449989,1
972462,0.9079965987814159,1
880766,0.907898717271118,1
972345,0.9078700511394049,1
996624,0.9078315307784163,1
929391,0.9075997078093858,1
804280,0.9073468899207242,1
968644,0.9068530654457201,1
986709,0.9064905484139306,1
982678,0.9063956104040934,1
991574,0.9060060570015811,1
428169,0.9056951156507882,1
969028,0.9056670032911297,1
899986,0.9055946304950842,1
916485,0.9054598453946895,1
979148,0.9054358637324527,1
528997,0.9054299999782993,1
912818,0.9052887138890192,1
982031,0.9051983113375881,1
977336,0.904926871797301,1
848462,0.9045073724371145,1
991300,0.9043639724137056,1
985204,0.9043617657453403,1
973390,0.9041483814122033,1
938097,0.9040898906061283,1
962645,0.9036397312998816,1
839066,0.90355074519215,1
906150,0.9033387757968053,1
952133,0.9031327787441887,1
872845,0.9031292359100367,1
994765,0.903085331905051,1
979572,0.9030685667654392,1
870279,0.9030340685004387,1
514628,0.9028851598641111,1
1002467,0.9028365840673855,1
962246,0.9025913953560095,1
976714,0.9024021114042687,1
867126,0.9021183031623597,1
896173,0.9021037762533233,1
987216,0.9020033762729055,1
948870,0.9016539369742542,1
871177,0.9014161094720841,1
974659,0.9013127338059069,1
987331,0.9010079246994037,1
958438,0.9009753376965642,1
996176,0.9008932782226308,1
955240,0.9008618796918677,1
982396,0.9008551511782681,1
997042,0.9006999930477125,1
208763,0.9006490682088505,1
908373,0.9004251499115676,1
966297,0.9003808771103877,1
975900,0.9002398666387451,1
241410,0.8999804182134598,1
996066,0.8997370564844269,1
996457,0.8996879350508775,1
576289,0.8996128231260084,1
984521,0.89950885478429,1
949136,0.8993159370788545,1
997175,0.8989003404781829,1
970599,0.898383584983008,1
959940,0.898241212148891,1
974074,0.8982324188904479,1
558085,0.8981836982077336,1
995808,0.8973451322487997,1
978619,0.8973278609291168,1
828231,0.8972425530267011,1
419880,0.8970385858147207,1
930472,0.8970282085666705,1
929746,0.8969594364642338,1
974469,0.8967764398434519,1
589906,0.8966833272386711,1
853115,0.8964812018464428,1
997415,0.8961412179862173,1
1000358,0.896028834970042,1
606741,0.8957225313572323,1
961261,0.8955528649761011,1
869952,0.8955021352542222,1
971712,0.8953870339398401,1
956748,0.8951340687806211,1
926650,0.8951012289907488,1
950161,0.894671052208409,1
939979,0.8945688377196849,1
869893,0.8944082736727952,1
983690,0.8942585008686342,1
977630,0.8941832762017206,1
952857,0.8939861914786468,1
966995,0.8938522082347519,1
979853,0.8938408146122484,1
984668,0.8937461711174524,1
