user_id,true_label,similarity_score,predicted_label,closest_cluster,svm_score,iso_score,knn_similarity,result
948606,1,0.4889401879067593,1,1,0.6236825808897167,0.008058060964036247,0.9223883339735142,TP
887258,0,0.48825016045676795,1,1,0.6236836065927405,0.004837420489615317,0.9209929876979913,FP
961845,0,0.48768929028888214,1,1,0.6163362934310581,0.003752039246603848,0.9375220945512744,FP
938957,0,0.48628446953749255,1,1,0.6221551661954803,0.006423616500548503,0.911984468801519,FP
807570,0,0.4862081622664573,1,4,0.564865755832632,0.03699727216727505,0.9868426475318676,FP
982403,1,0.48617079436507427,1,1,0.6184692300309659,0.004386158551601702,0.9262144281349503,TP
821147,1,0.486063754536222,1,4,0.5648933092823298,0.03625448724456407,0.9869965079963491,TP
810349,1,0.48603792894415143,1,4,0.5648214420103028,0.03642223910694875,0.9868412901748157,TP
825071,0,0.48592230076268217,1,4,0.5648218917395806,0.03736350690583647,0.9851280559370638,FP
823383,0,0.48585280048547463,1,4,0.56488530033772,0.03707164780895649,0.9850015577916651,FP
996525,1,0.48584253646284814,1,1,0.6196246750059689,0.008534979560468886,0.9142176793820123,TP
690922,0,0.4857549784516192,1,4,0.5682022173748926,0.05553001126418877,0.9603961108866419,FP
775414,0,0.4856322169698179,1,4,0.5633335767370062,0.048057996768282624,0.9764701312463494,FP
612544,1,0.4855657499850813,1,1,0.6316733456924184,0.010533639783395405,0.8929393381710485,TP
810512,0,0.4851447058053844,1,4,0.565181335252267,0.03827902566473186,0.9808471298662716,FP
840726,0,0.4851427199253835,1,4,0.5639793608521018,0.03625448724456407,0.9850221080455895,FP
833477,0,0.48501045248723906,1,4,0.5625978010701892,0.04263907985195173,0.9808453811389264,FP
788114,0,0.4849222211927602,1,4,0.5660561362945948,0.03820020652451594,0.978397187492098,FP
992046,1,0.4847651174920684,1,1,0.6206178038258444,0.010390808412213482,0.9163105453466006,TP
844118,0,0.48459915003927134,1,4,0.5645231051776175,0.03811086915990645,0.9804147234642311,FP
797966,0,0.4845736808833782,1,4,0.5651553619442506,0.03625448724456407,0.9808892589145326,FP
766032,0,0.48450901383863376,1,4,0.565828359898122,0.03625448724456407,0.9791006747184305,FP
647570,0,0.4843822886532223,1,4,0.5673339101499065,0.03980073843731945,0.9707303368066622,FP
851484,0,0.4843683955327762,1,4,0.5633524123935331,0.035497717101163895,0.9838714379509463,FP
975730,1,0.4840965966183232,1,1,0.6190501024948777,0.006049135619413913,0.914312835370092,TP
905922,0,0.48383453347876115,1,4,0.5628729697296766,0.0432805858556563,0.9762246687956289,FP
872521,0,0.4838040622606976,1,4,0.5625152892124395,0.035497717101163895,0.9834354297800355,FP
874132,0,0.48377608730315447,1,4,0.5632403128157348,0.040202840945703075,0.9772541050923582,FP
835716,0,0.4837755056974732,1,4,0.5638152195564207,0.0376442389818674,0.9783403577345308,FP
628290,0,0.48376799460766007,1,4,0.5678516582679,0.03814576013571495,0.9692252882592031,FP
831769,0,0.4836996758891655,1,4,0.5637117912510144,0.035497717101163895,0.9801733112832454,FP
882613,0,0.4836621125893411,1,4,0.5625653427430187,0.03834142502605426,0.9799670974614529,FP
883263,0,0.4835490918115112,1,4,0.5630976328596432,0.03625448724456407,0.9811971557558089,FP
816922,0,0.4834917691568651,1,1,0.6216305214466937,0.00751094243317864,0.9097712269689228,FP
983568,1,0.4834799848807466,1,1,0.6175485647067529,0.009566965392880475,0.9148537995665531,TP
801597,0,0.48346336948865953,1,4,0.5634056789315688,0.03730533254525424,0.9783176277769229,FP
890001,0,0.48344968573355407,1,4,0.5627007077877356,0.03822018490617936,0.9793733284685691,FP
792516,0,0.48343816123282163,1,4,0.5642553171405362,0.035621366080757305,0.9776825293889531,FP
870745,1,0.4834290386991411,1,1,0.6222913771905638,0.008144770659491863,0.9064315058751963,TP
614808,0,0.48336913012286964,1,4,0.5679784643513426,0.037884815143302206,0.9675958300893921,FP
620667,0,0.48333431135802607,1,4,0.5683694045412842,0.03948364369533583,0.9652486275024533,FP
736542,0,0.48329222836708363,1,1,0.6237103203967661,0.005660447466799365,0.8973936715869366,FP
886021,0,0.48319966129855535,1,4,0.5631434526248148,0.03798681986944286,0.9778454053106355,FP
895510,0,0.4831801093452437,1,4,0.5622054685647392,0.03747622081369218,0.980038306955399,FP
774083,0,0.48311590117384196,1,4,0.5638411002565822,0.03532726746135642,0.9776949305272377,FP
846369,0,0.4831011957146228,1,4,0.5614996839264061,0.03619289834925668,0.9823318697682369,FP
686787,0,0.4830573349851615,1,4,0.5667156290198833,0.0375110830858791,0.9688297877454476,FP
746973,0,0.48297841459522417,1,4,0.5650831955857175,0.03674261573799434,0.9727980536207966,FP
811112,1,0.4829719814071324,1,4,0.5650710540485254,0.03699727216727505,0.9745811516792565,TP
775738,0,0.48294745380930615,1,4,0.5640095537300347,0.035450889028323766,0.97638456327945,FP
763638,0,0.4828554269726583,1,4,0.5657918755628012,0.03642223910694875,0.973013271134351,FP
879446,0,0.4828497633399373,1,4,0.5630360844427005,0.041082568142448504,0.9772091042276779,FP
730313,0,0.4827872677053361,1,4,0.5648310495290647,0.03768487217129172,0.9719533789460473,FP
895145,0,0.48278502485459546,1,4,0.5628513601498087,0.03811086915990645,0.9767785707953516,FP
878967,0,0.48270940879870566,1,4,0.5617410793393237,0.03626719632931861,0.9801203951499641,FP
991040,0,0.48246640738538804,1,1,0.61426257502358,0.004925988171888152,0.9172986226431528,FP
814369,0,0.48245259893814985,1,4,0.5624006519319883,0.03807929446702174,0.9763407201653647,FP
716817,0,0.4824400573492885,1,4,0.5668041038765081,0.03754225791690398,0.9687073562264876,FP
774537,0,0.48242280864776954,1,4,0.5657661504893241,0.03668029329326153,0.9718586021154978,FP
793892,0,0.48233219592020293,1,4,0.5653292808929617,0.03655647403869329,0.9725977789171041,FP
768327,0,0.4823128167051455,1,4,0.5622254121829259,0.03528311365455697,0.9786067052000194,FP
883044,0,0.48214088924878695,1,4,0.5612083862901667,0.035450889028323766,0.9798651404160377,FP
835843,0,0.4821377337944329,1,4,0.5644461255818183,0.03822018490617936,0.9703001490377013,FP
861239,0,0.4821341090988235,1,4,0.5604293742797076,0.03576473338328436,0.9816364385100612,FP
943577,1,0.4821194381524328,1,1,0.6219555281126222,0.01014993017792959,0.907661542544871,TP
816771,0,0.48211085199278914,1,4,0.5618005310796531,0.03713715247233376,0.9772021065174389,FP
847879,0,0.48210085645164286,1,4,0.5607471666749981,0.03528311365455697,0.9812255366463587,FP
972955,0,0.48209319946572826,1,4,0.560766475069694,0.06075455317264732,0.9566640175930272,FP
890887,0,0.48194261396832255,1,4,0.5614205035237341,0.03730533254525424,0.9770297526263236,FP
626812,0,0.4818968202543699,1,4,0.5681823191988645,0.03857261259656896,0.9625828107612906,FP
629379,0,0.4818495092898652,1,4,0.567820376675311,0.03756747106362842,0.9641183085948942,FP
637363,0,0.4818320193201686,1,4,0.5599198226066989,0.03528311365455697,0.9821356535483015,FP
820284,0,0.4817256198493641,1,4,0.5608464099017755,0.03490865865066426,0.9802230213254601,FP
895254,0,0.48171146227434053,1,4,0.562501820285007,0.038205194490892894,0.9767822150242524,FP
972667,0,0.4816521189523255,1,1,0.6125569712126737,0.006295876479485827,0.9220382861562634,FP
896099,0,0.48162352262555597,1,4,0.5607744485073355,0.03561846572742927,0.9786831472005301,FP
701489,0,0.4816224047784308,1,4,0.5636472683465997,0.03665085629577608,0.9712690584009248,FP
636262,0,0.4815780944559163,1,4,0.5666604099898009,0.038993437293560265,0.9614955704871233,FP
925614,0,0.4815735728410408,1,4,0.5615669656615173,0.03642223910694875,0.976472654747666,FP
868877,0,0.48157334747702607,1,4,0.5588010439212818,0.034785124274074826,0.9849086950747398,FP
875988,0,0.4815279448058401,1,4,0.558409625763678,0.03565014463190246,0.9847463204425523,FP
811657,0,0.4815143402739722,1,4,0.5643448463301697,0.03738705126488634,0.9735070564293399,FP
833709,0,0.48151090848917993,1,4,0.5597901796005207,0.03490865865066426,0.9822468072620022,FP
872208,0,0.48149692422391704,1,4,0.5629523921020468,0.03825500176130423,0.97577313876661,FP
820743,0,0.48149278624266945,1,4,0.559928173512867,0.03539004374635264,0.981345621867244,FP
608358,0,0.4814746194146981,1,4,0.5683311463138442,0.03805052216786322,0.9610670206564418,FP
886980,0,0.4814577416942777,1,4,0.5589489407234893,0.03507611715780635,0.9834251687633051,FP
750233,0,0.481454333672998,1,1,0.6181724682210624,0.007830745034987987,0.9151413404480107,FP
815860,0,0.4814471343391564,1,4,0.5598014792431896,0.03507611715780635,0.9817254219963981,FP
873917,0,0.4813944225761139,1,4,0.5584785420238579,0.03490865865066426,0.984789829698269,FP
