node_id,node_type,risk_score,label
user_4,user,0.1618895098480212,0.0
user_393228,user,0.4339064970477469,0.0
user_917517,user,0.7557992448432672,0.0
user_917519,user,0.1793781797204132,0.0
user_786452,user,0.2798028528062007,0.0
user_524310,user,0.1571472070180796,0.0
user_655382,user,0.2047184479646424,0.0
user_655385,user,0.5412142217064532,0.0
user_786458,user,0.117264129034316,0.0
user_524319,user,0.2242160676375166,0.0
user_393249,user,0.2775059590736279,0.0
user_917537,user,0.6751103142797609,0.0
user_37,user,0.2116786262004665,0.0
user_786472,user,0.1638818734749266,0.0
user_41,user,0.1122300314617288,0.0
user_131117,user,0.6256101708349323,0.0
user_524336,user,0.1459234575835988,0.0
user_786481,user,0.1459914410821605,0.0
user_131125,user,0.1470340899435565,0.0
user_917563,user,0.1862479977491613,0.0
user_917564,user,0.2038944593609936,0.0
user_917575,user,0.2680095526808222,0.0
user_655434,user,0.5070704754518223,0.0
user_786509,user,0.1974158627756318,0.0
user_917585,user,0.3782706885304838,0.0
user_917588,user,0.4047188881872023,0.0
user_917591,user,0.2572137744552765,0.0
user_87,user,0.2124918528653313,0.0
user_655450,user,0.2599110803069599,0.0
user_786527,user,0.2127214650514519,0.0
user_262242,user,0.1486271485481346,0.0
user_131183,user,0.1535635386195623,0.0
user_112,user,0.1727155711975732,0.0
user_655481,user,0.4255476427128326,0.0
user_524409,user,0.2256342032103973,0.0
user_786554,user,0.172657328876463,0.0
user_131195,user,0.2241855072757375,0.0
user_917632,user,0.8972182288148053,0.0
user_262273,user,0.4467056089251506,0.0
user_131,user,0.1662759176196194,0.0
user_524420,user,0.1328732639037194,0.0
user_134,user,0.2351039900859433,0.0
user_131206,user,0.2956984991720319,0.0
user_917642,user,0.2274854812540866,0.0
user_655498,user,0.2674285778784513,0.0
user_140,user,0.1772393680666168,0.0
user_917646,user,0.6369481768715041,0.0
user_917647,user,0.3279494404838197,0.0
user_786577,user,0.2182303786606904,0.0
user_146,user,0.1647412583552348,0.0
user_917650,user,0.1917394784031063,0.0
user_917652,user,0.1517666653949551,0.0
user_524440,user,0.2602468226391256,0.0
user_786585,user,0.3191825937276089,0.0
user_131228,user,0.296143268542907,0.0
user_131230,user,0.5464329354315409,0.0
user_158,user,0.1612095883944016,0.0
user_159,user,0.1547967602807541,0.0
user_917667,user,0.7963080827211301,0.0
user_393382,user,0.3938600671271051,0.0
user_167,user,0.2141114153496941,0.0
user_917678,user,0.8356816596995843,0.0
user_262321,user,0.3161699200978485,0.0
user_917697,user,0.2437363888687146,0.0
user_655562,user,0.7149926728967844,0.0
user_655564,user,0.2592949147181651,0.0
user_210,user,0.1987013886529946,0.0
user_524503,user,0.3792783221416713,0.0
user_216,user,0.2029525941403635,0.0
user_786649,user,0.2363388202446345,0.0
user_917726,user,0.927103948953724,0.0
user_917731,user,0.5797313444484972,0.0
user_917735,user,0.2966367356401981,0.0
user_393451,user,0.1141560211782692,0.0
user_235,user,0.1318260301739275,0.0
user_917743,user,0.1902937436477774,0.0
user_786685,user,0.7142612220536307,0.0
user_254,user,0.1191905350662548,0.0
user_393469,user,0.134608192221445,0.0
user_131325,user,0.2184434684482986,0.0
user_131330,user,0.1289597502539583,0.0
user_393477,user,0.1659149902511125,0.0
user_131336,user,0.140086531702,0.0
user_917772,user,0.4414195446557281,0.0
user_917773,user,0.3260703530354433,0.0
user_786704,user,0.7167523211956385,1.0
user_273,user,0.1664882202352508,0.0
user_786706,user,0.1095329643345259,0.0
user_393493,user,0.4338420995290962,0.0
user_524570,user,0.1921201908842361,0.0
user_917786,user,0.3630376563609853,0.0
user_524572,user,0.8365930319663792,1.0
user_917791,user,0.3329308197129201,0.0
user_655649,user,0.6190240076248074,0.0
user_917793,user,0.6889313302756357,0.0
user_131367,user,0.1600699850995615,0.0
user_524584,user,0.1587202252039041,0.0
user_786730,user,0.2079333203336305,0.0
user_262442,user,0.2510943609448707,0.0
user_917808,user,0.8548146845547538,0.0
user_262456,user,0.1702879220086643,0.0
user_131386,user,0.1547709941220002,0.0
user_319,user,0.1624284712323769,0.0
user_322,user,0.2315207014317789,0.0
user_323,user,0.2659374150639991,0.0
user_655682,user,0.1082052445082095,0.0
user_917829,user,0.2998120318699755,0.0
user_917831,user,0.1844558898713107,0.0
user_327,user,0.2470142850111717,0.0
user_334,user,0.1611070071308644,0.0
user_786768,user,0.1259468930378711,0.0
user_131416,user,0.2296326457620442,0.0
user_262492,user,0.3747605023991972,0.0
user_524639,user,0.160038683259252,0.0
user_917864,user,0.7342420341459043,0.0
user_361,user,0.2497140660624049,0.0
user_786794,user,0.7284452941328167,0.0
user_131436,user,0.1991766198137733,0.0
user_655729,user,0.7559577161063021,0.0
user_374,user,0.3988793093980916,0.0
user_393590,user,0.2545862224268234,0.0
