user_id,true_label,risk_score,predicted_blacklist,risk_level
941632,1,0.6466883952527368,1,高風險
959352,1,0.6231531674998835,1,高風險
221685,1,0.6118077618484666,1,高風險
581260,1,0.6061098751185278,1,高風險
931810,1,0.604260989387496,1,高風險
853672,1,0.6024005097505041,1,高風險
121953,1,0.594334715291356,1,中風險
799006,1,0.5933768420724139,1,中風險
820479,1,0.589464723850342,1,中風險
866034,1,0.5859761262653581,1,中風險
923714,1,0.5856195058358283,1,中風險
563741,1,0.5811611889070968,1,中風險
86950,1,0.577858408187922,1,中風險
89895,1,0.5755767995836263,1,中風險
855096,1,0.5637302597543443,1,中風險
182211,1,0.5574459265792734,1,中風險
511744,1,0.5545037796663913,1,中風險
520841,1,0.5483608092365403,1,中風險
817494,1,0.5474581326158053,1,中風險
756928,1,0.5442536533048501,1,中風險
476372,1,0.5381186130787118,1,中風險
853129,0,0.5340676498849176,1,中風險
974655,0,0.5334383586787915,1,中風險
827612,1,0.531825837424004,1,中風險
432770,1,0.5268970924689939,1,中風險
120757,1,0.5203033050530462,1,中風險
788508,1,0.5101536818075606,1,中風險
943056,1,0.5078976983967908,1,中風險
894716,1,0.5070510826196037,1,中風險
933357,1,0.5056196747703298,1,中風險
958517,1,0.5009513739944708,1,中風險
433616,1,0.5008348655377793,1,中風險
932164,0,0.4996642064584642,1,中風險
925426,1,0.4993045999171351,1,中風險
959886,1,0.4984983064943211,1,中風險
976870,0,0.4977450803326697,1,中風險
906374,0,0.4972260588772344,1,中風險
937622,1,0.49676379060248527,1,中風險
888078,1,0.4967165835254172,1,中風險
138787,1,0.49653789292333644,1,中風險
973323,1,0.4960686413553483,1,中風險
903478,0,0.4947480749270028,1,中風險
969302,1,0.49325865847744804,1,中風險
963086,0,0.49228674082735924,1,中風險
664631,1,0.4876337224021779,1,中風險
923396,1,0.48726579481209037,1,中風險
254527,1,0.4857346871937868,1,中風險
635977,1,0.4848386390673771,1,中風險
907611,1,0.48222393045433626,1,中風險
24070,1,0.4821373627555534,1,中風險
967568,0,0.4806061857941312,1,中風險
982712,1,0.48014477419776463,1,中風險
900238,1,0.477470318597461,1,中風險
895819,1,0.47740848711017164,1,中風險
959084,1,0.47689483854079445,1,中風險
404798,1,0.476750918154186,1,中風險
954982,0,0.47500594889020004,1,中風險
868058,1,0.4740311126775856,1,中風險
966320,1,0.4737519588734391,1,中風險
909637,1,0.47374011895650076,1,中風險
857189,1,0.47161182801940144,1,中風險
824534,0,0.4715765343070862,1,中風險
110377,1,0.4714244275747544,1,中風險
555058,1,0.4709920040686191,1,中風險
912005,1,0.47062964610056174,1,中風險
794419,1,0.4690564109400543,1,中風險
930123,1,0.46837085987355725,1,中風險
980183,0,0.46729107352508104,1,中風險
173957,1,0.4651696022418989,1,中風險
899039,0,0.4646650060339321,1,中風險
185315,0,0.46319922679243647,1,中風險
822817,1,0.4623527241805077,1,中風險
699297,1,0.4603086096623407,1,中風險
906272,1,0.45631396300814414,1,中風險
872438,0,0.4545321354618908,1,中風險
964980,0,0.45402285815133814,1,中風險
461906,1,0.4534592107240644,1,中風險
845779,0,0.4526794676279833,1,中風險
944241,0,0.45213432020211536,1,中風險
598391,1,0.4519734343156567,1,中風險
966873,0,0.4514369217856739,1,中風險
954465,1,0.451074375643445,1,中風險
965382,1,0.4510149640002168,1,中風險
450279,0,0.450700700279028,1,中風險
931491,1,0.45064205977755983,1,中風險
799703,0,0.4504957296565317,1,中風險
985036,1,0.4504687437019049,1,中風險
967574,1,0.44913042723561647,1,中風險
969388,0,0.44814147404464916,1,中風險
266944,1,0.44791260818931833,1,中風險
587660,1,0.44786870246668126,1,中風險
826567,1,0.44765093454696725,1,中風險
95398,1,0.4475746067549853,1,中風險
966900,1,0.4471899684936956,1,中風險
970279,1,0.4466189864888106,1,中風險
970172,0,0.4465046143845701,1,中風險
972404,0,0.4458079661644924,1,中風險
937403,0,0.4455961876839367,1,中風險
952909,1,0.44467987649695156,1,中風險
952717,1,0.44426506881941646,1,中風險
614856,1,0.44419951349443276,1,中風險
904710,1,0.44374253518753304,1,中風險
975767,0,0.44325005273105006,1,中風險
905734,0,0.4428873447816504,1,中風險
842494,1,0.44262714074519627,1,中風險
949693,0,0.4425788648128999,1,中風險
971654,1,0.4421216928132981,1,中風險
960074,0,0.4410930798816246,1,中風險
963218,1,0.4402283304765468,1,中風險
945388,1,0.43987565921291155,1,中風險
965372,0,0.4398561633686166,1,中風險
343098,1,0.4392533160726532,1,中風險
944117,1,0.43910736700326664,1,中風險
980549,1,0.4373463573102426,1,中風險
920263,0,0.4371800374887062,1,中風險
953041,0,0.4371331596482739,1,中風險
961339,0,0.43599508917844704,1,中風險
904353,1,0.43569869350748713,1,中風險
843237,1,0.434898555020046,1,中風險
889196,1,0.4346493589411808,1,中風險
710601,1,0.4345905112605207,1,中風險
961769,1,0.4339572214548307,1,中風險
969093,0,0.43361001061635535,1,中風險
956465,0,0.43301486129669137,1,中風險
907301,0,0.43254167569312996,1,中風險
953673,1,0.43193399778417413,1,中風險
970352,1,0.4315123463641977,1,中風險
985534,1,0.4305110872959586,1,中風險
992382,1,0.4299842238511859,1,中風險
578809,0,0.4297642392378527,1,中風險
973528,0,0.4297235906060565,1,中風險
971947,0,0.42911181581670316,1,中風險
952328,1,0.428943149554663,1,中風險
946589,1,0.42823292697855964,1,中風險
920129,1,0.42813220800421153,1,中風險
964359,1,0.4277433234538934,1,中風險
974198,1,0.42760501808749946,1,中風險
956521,0,0.4274217707890453,1,中風險
873428,0,0.42729998623687443,1,中風險
860093,1,0.4270667179528229,1,中風險
955594,0,0.4270596205664982,1,中風險
918285,1,0.42703433265093355,1,中風險
954031,1,0.4265488777846817,1,中風險
928775,0,0.4264329322729609,1,中風險
875280,1,0.4249428699627175,1,中風險
916938,0,0.424513133155305,1,中風險
951311,0,0.42367148136626254,1,中風險
972756,1,0.4234072580232131,1,中風險
867667,0,0.4228680216430645,1,中風險
562056,0,0.4227970354375277,1,中風險
719780,1,0.4226371824477766,1,中風險
886397,1,0.42250916382231446,1,中風險
929158,0,0.42169317045668087,1,中風險
963956,1,0.4213299313989836,1,中風險
928088,0,0.42116859507129195,1,中風險
933301,1,0.4198331149326708,1,中風險
970933,0,0.4184916933302647,1,中風險
958875,1,0.4184019473829746,1,中風險
986519,1,0.41833128664936786,1,中風險
971795,0,0.41832217289095075,1,中風險
888423,1,0.41820725592156643,1,中風險
972594,1,0.41757875739649003,1,中風險
995573,1,0.41739021797357617,1,中風險
951117,1,0.4171230609543784,1,中風險
895526,0,0.41701778041501925,1,中風險
737633,1,0.41695347873591065,1,中風險
963369,0,0.41670280875035964,1,中風險
841438,0,0.4161383177192082,1,中風險
906034,1,0.4157021237997176,1,中風險
980166,1,0.41489797609133544,1,中風險
962373,1,0.4146292357897829,1,中風險
933944,0,0.4140986294217805,1,中風險
978514,0,0.4130469228459561,1,中風險
979056,1,0.41253630965784827,1,中風險
864717,0,0.4122675763679746,1,中風險
831228,1,0.41170683873099234,1,中風險
887257,1,0.41169805133065474,1,中風險
890359,0,0.41153031944569834,1,中風險
862206,1,0.41133742267288653,1,中風險
800025,1,0.41120593532755345,1,中風險
100622,1,0.4110968516182416,1,中風險
981417,0,0.4108385589502291,1,中風險
826339,1,0.41064333969633077,1,中風險
970958,1,0.4105582365198057,1,中風險
981438,0,0.41005240654475,1,中風險
119079,1,0.40995054377570955,1,中風險
863498,1,0.40984279449580957,1,中風險
976540,1,0.40970883886886167,1,中風險
930619,0,0.40961759639306,1,中風險
972717,0,0.40938703659234293,1,中風險
980138,1,0.4092863409690431,1,中風險
754305,1,0.4084559964700432,1,中風險
885743,1,0.408116711015559,1,中風險
829803,0,0.40721935042962903,1,中風險
891990,0,0.40716429372095814,1,中風險
928617,1,0.40711480359442437,1,中風險
953261,0,0.40624501044810984,1,中風險
938191,1,0.40612275177847595,1,中風險
974877,0,0.40536336865196027,1,中風險
967500,0,0.4052973753421731,1,中風險
976499,0,0.40503156558004044,1,中風險
987393,1,0.4049170616134196,1,中風險
962590,0,0.40461462776008966,1,中風險
970448,1,0.40344181422796516,1,中風險
982823,0,0.40337327477371554,1,中風險
972635,0,0.40324668823907533,1,中風險
956369,1,0.40311229203320725,1,中風險
183956,0,0.40293388520434625,1,中風險
