user_id,risk_score,status
953899,0.9862483752054977,1
959954,0.9779516036453018,1
933419,0.9759463872654702,1
914552,0.9751112643804378,1
903707,0.9742217787959464,1
927761,0.9740839362764384,1
971465,0.9715196684158808,1
931616,0.9706750676250566,1
992146,0.9703675235672788,1
999446,0.970276519051274,1
972946,0.9691632383431845,1
825786,0.9663612437717574,1
972115,0.9658453255895058,1
989167,0.9655665753442385,1
943724,0.9654978902458016,1
975487,0.9654394077190479,1
890024,0.9645562377067669,1
882326,0.9642680041427838,1
976444,0.963618213958391,1
946920,0.9629087801673712,1
995826,0.962274921473903,1
943626,0.9618542263758716,1
875662,0.9613325451414572,1
969744,0.9604763769340733,1
980479,0.9600669836620866,1
994188,0.9596184300113322,1
963407,0.9582424844590336,1
974428,0.9578755155775018,1
960135,0.9573678277779976,1
967504,0.9572023239721816,1
949957,0.9566655852121144,1
733207,0.956595192141809,1
984670,0.9557355148235932,1
985485,0.9553159079481529,1
966931,0.9547138266288865,1
721945,0.9545057101466268,1
964414,0.9541221381860004,1
1000820,0.9538274020340476,1
882768,0.9536820932505812,1
975981,0.9533179327133187,1
943498,0.9531229293924036,1
926753,0.9525028566588399,1
959847,0.9525007294504834,1
945874,0.9521340443997813,1
964429,0.9520738087649444,1
989938,0.9519806759044178,1
394005,0.9516224379270053,1
950664,0.9514172799177014,1
797974,0.9512687961462171,1
967867,0.9511705266167603,1
942839,0.951079580946464,1
990387,0.9503900026794081,1
823426,0.9502488338192435,1
963940,0.9500025290173857,1
997406,0.9493126605745922,1
940971,0.9492399751495302,1
975910,0.9489497471240368,1
954544,0.9487803067090513,1
967038,0.9486435415944399,1
749984,0.9481990268192018,1
997287,0.9477150151039346,1
979671,0.9474745311318398,1
973606,0.947318251106677,1
947719,0.9470344322581724,1
948901,0.9469119196790504,1
323104,0.9465268172014513,1
985479,0.9465248806308861,1
968015,0.9464260059733831,1
969930,0.9462217740638266,1
949894,0.9461339385099683,1
865187,0.9458051164945949,1
961528,0.9455718719889914,1
985092,0.9455527267760118,1
971486,0.9451498727171075,1
952379,0.9447931612556573,1
967925,0.944591631073291,1
968641,0.9441998410930758,1
