user_id,risk_score
1000008,0.4206481225122428
978404,0.7988451942017829
194816,0.5127432497426104
362176,0.4006598296735198
652603,0.7378121240414467
861213,0.862429377679577
147310,0.453817375142053
820487,0.977107430484342
881427,0.973935624285866
335818,0.9491092776948677
939434,0.2783962909863748
894976,0.2542347906980528
819235,0.4390540904746336
404505,0.7999805325044025
761504,0.2377029821586953
928750,0.4050088109898291
944117,0.9214319707691205
818425,0.8919054388966966
919708,0.4636146307781948
920129,0.9663309929972896
893561,0.9722705869529313
954696,0.5874517790699494
992085,0.1972347566108652
754994,0.4862252683999588
388032,0.4583324575426514
563233,0.4752286407960225
886658,0.3879993395939588
243467,0.6000228612479083
974978,0.9320265347089346
968178,0.8433213743651129
997440,0.8553256363920417
918351,0.5321963802054477
929789,0.7280341025436309
986961,0.962532021451773
999712,0.3813109671920675
537879,0.4126977226726936
993047,0.9327931185439104
818974,0.9496654473377888
618623,0.766087591717188
80792,0.548676893851704
948749,0.9753395674062282
434300,0.245752631831172
878883,0.8055459438590339
281406,0.4568214884387482
978982,0.9379042737878996
612544,0.8975575837434312
118996,0.611833385444482
492192,0.8962679252601058
909637,0.9812541430402337
870745,0.9571133147597773
952788,0.8225884104116091
979099,0.9311641907405636
974198,0.9836751423414596
992816,0.9629489535016926
928617,0.942188343663675
898018,0.2853596243511079
939787,0.9023484770290311
607182,0.6173708529731338
400913,0.2721853438578094
905969,0.4855870832506449
105137,0.9359325186409163
921761,0.956558827283872
695116,0.9014904872983186
976015,0.9127377529801427
964396,0.7776204319965259
139688,0.4113084801503552
986187,0.966552683568951
967928,0.8636325499166757
867652,0.797395109323908
979312,0.6300854114097432
392024,0.5588942630602107
958259,0.8706255315304362
951117,0.9691657914475997
986521,0.9480104702681912
861350,0.7119189523518059
859434,0.9514217191190475
970448,0.945142924856327
110317,0.1694409272352767
861115,0.2437227079271694
667209,0.5225969842326369
827337,0.8390145054273778
777392,0.5899808544654589
959230,0.9253136590666515
986520,0.986020233725524
982315,0.6875857976248697
